id,name,快捷键,冷却时间,技能消耗,Information
61,天魔绫,W,15秒,60/65/70/75/80点法力值,"若使用天魔绫来保护自身时，能使下2/3/4/5/6次受到的伤害降低50%，只要该状态还在持续，就可以获得每层7%法术吸血和5点攻击力，该效果最多可持续8秒。若使用天魔绫来攻击敌方目标时，能使目标单位定身1/1.25/1.5/1.75/2秒,并附带一层缠绵悱恻状态。"
61,缠绵悱恻,E,1.5秒,25/30/35/40/45法力,向目标方向打出一道灵气，对路线上的所有敌人造成50/80/110/140/170（+0.4AP）点法术伤害，并添加一个缠绵悱恻的状态，使其移动速度降低15%，法术抗性降低10%，持续3秒，该效果可以叠加3次。每次使用技能，将会消耗一个天魔印记。印记每7秒刷新一个，最多持有3个。
61,天魔妙舞/影舞斩,R,80/70/60秒,100/125/150法力,貂蝉使用终极奥义天魔妙舞，立刻恢复所有天魔印记，对自身周围的所有敌方英雄附加1层缠绵悱恻状态，并在接下来的7秒内可以连续发动影舞斩，使用影舞斩时，貂蝉会自动向附近具有缠绵悱恻状态的敌方英雄发起突袭，每次造成100/160/220（+0.7AP）点法术伤害，同时触发缠绵悱恻效果和并且自身免疫控制0.5秒。
60,属性附加,被动,无,无,"每个基础技能到达5级时，会给英雄增加额外40点生命值、5%攻击速度、40点魔法上限、7点法术强度、4点攻击力。
影遁:不受攻击且保持2.5秒不动保持不动会进入影遁状态"
60,群星坠落,Q,11/10/9/8/7秒,55/60/65/70/70法力,召唤群星攻击敌人，对周围所有敌方单位造成80/140/200/260/320（+0.7全AP）法术伤害，并对自身2码内随机一个单位造成60/105/150/195/240（+0.5全AP）额外法术伤害
60,月神之箭,W,18秒,60法力,向远处射出月神之箭，造成90/170/250/330/410（+1.0额外AD）（+0.6全AP）法术伤害。目标与自身每隔300范围增加0.5秒眩晕时间，最多4秒
60,跳跃,E,18/16/14/12/12,40法力,向前方跳跃，并增加自身和周围友军英雄的7/9/11/13/15%移动速度和20/25/30/35/40%攻击速度
60,月之暗面,R,180/160/140秒,无消耗,1S全图友方英雄瞬间进入隐身状态，在5S持续时间内，隐身被打破也会迅速恢复隐身状态
59,属性附加,被动,无,无,每个基础技能到达5级时，会给英雄增加额外40点生命值、5%攻击速度、40点魔法上限、7点法术强度、4点攻击力。
59,暗影突袭,Q,16/14/12/10,80/85/90/95,短时间内降低目标20%/30%/40%/50%的移动速度，对500范围内选定目标造成60/90/120/150（+0.6AP）点法术伤害，15/25/35/45（0.2AP）点每秒的后续法术伤害，持续3秒
59,闪烁,W,12/10/8/6秒,60法力,瞬移至700范围内指定一点。
59,痛苦尖叫,E,6秒,80/85/90/95,痛苦女王发出尖锐的叫声，对周围敌方单位造成70/135/200/265（+0.6AP）点法术伤害
59,超声波冲击,R,100/90/80秒,100/125/150法力,对一条直线上的敌人造成300/460/620（+0.7AP）点法术伤害
58,坚固伞盖,被动,无,无,"提升20点+额外8％的护甲
将自身护甲的25%转化为法术强度"
58,毒菌爆发,Q,7/6.5/6/5.5/5,65/70/75/80/85,发射真菌孢子，击中目标造成75/115/155/195/235（+0.6AP）点法术伤害
58,扎根,W,12/10/8/6/4,无,"让自己扎根大地，增加所有技能300的释放范围和视野范围，且获得空中视野，并增加10％/15％/20％/25％/30％法术穿透。持续8秒或手动取消。技能激活期间不能移动,技能停止后移动速度提高35％持续3秒。"
58,寄生真菌,E,12/11/10/9/8,70/75/80/85/90,"对敌人造成70/120/170/220/270（+0.7AP）点法术伤害,并用生化孢子感染他们，持续3秒。不稳定的法术:技能命中被标记目标时将眩晕目标1.5秒。"
58,蘑菇云,R,80/70/60,150/180/210,"喷射出剧毒的生化物质，对区域中的所有目标造成125/200/275（+0.6AP）点法术伤害,技能冷却前12秒内最多可释放3次。"
57,吸血鬼之触,被动,无,无,周围有敌方英雄死亡时，死神将会吸取其灵魂的精华，使自己额外获得40金钱，周围队友可以获得25金钱
57,灵魂撕裂,Q,8秒,40/45/50/55/60,"向目标投出死亡镰刀，撕裂目标的灵魂，造成70/110/150/190/230（+0.8全AP)法术伤害,并减少目标60%移动速度，每秒效果降低20%，持续3秒"
57,嗜血悸动,W,10秒,70点法力值,下一次普通攻击附带90/150/210/270/330（+0.9全ap）点法术伤害
57,梦寐附体,E,26/24/22/20/18,60/65/70/75/80,可以附体于所有怪物单位（不包括熔岩魔王）和友方英雄身上。附体时无法攻击、施法、移动、但自身无敌，效果直到手动取消或附体单位死亡为止。出现时，对自身周围造成50/90/130/170/210（+0.5全AP）法术伤害，并沉默目标。
57,鬼哭神嚎,R,60/50/40,100点法力值,施放出大量灵魂，攻击周围敌人。每秒造成100/140/180（+0.5全AP）法术伤害
56,腐蚀浸泡,被动,无,无,"用海水腐蚀敌人的身体，舰队统帅每次技能命中目标会额外造成目标最大生命值3%的真实伤害
对怪物最多造成200点真实伤害"
56,冰电之刃,Q,5/4.5/4/3.5/3秒,50法力,"""召唤冰电之刃对单体敌方单位造成80/105/130/155/180（+0.4AP）点法术伤害，若目标身上存在舰队统帅技能造成的负面效果，则额外造成15％法术伤害。最高造成92/120.75/149.5/178.25/207（+0.46AP）点法术伤害"
56,锚击,W,12秒,75法力,"抛出巨锚对碰撞到敌人造成80/125/170/215/260（+0.9AP）点法术伤害,并减少60％移动速度，持续4秒"
56,洪流风暴,E,16/14/12/10/8,80法力,制造洪流风暴对一条线上的敌人造成70/120/170/220/270（+0.6AP）点法术伤害，并沉默2.5秒，期间被沉默单位对舰队统帅造成一次伤害，则立刻终止沉默效果.
56,天海之罚,R,120/100/80秒,100/125/150法力,提督抛出附魔巨锚，对区域敌人造成3秒压制，受到英雄伤害会立刻苏醒。苏醒时会对其造成200/300/400（+0.9AP）点法术伤害。无法被解除且可以对拥有自身免控状态的英雄释放
55,拯救失足的小鸡,被动,无,无,队友或自己都可以捡起地上的小鸡，并获得小鸡专有的效果加成
55,攻击鸡,Q,4秒,45/50/55/60/65点法力值,被动效果：拾取以后可以增加8/16/24/32/40点法术强度与4/8/12/16/20点攻击力，持续3秒主动效果：对目标区域造成70/110/150/190/230（+0.7AP）点法术伤害，距离越远伤害越高，最高提升1.5倍伤害。并附加一个红色印记，受到其他技能伤害时会眩晕0.75秒最远距离造成105/165/215/275/335（+1.05AP）点法术伤害
55,截击鸡,W,6秒,50/55/60/65/70点法力值,被动效果：拾取以后会在5秒内回复10%的法力值主动效果：对目标区域造成65/100/135/170/205（+0.64AP）点法术伤害，会触发并消耗掉该印记，降低目标移动速度35%，持续2秒。
55,突击鸡,E,12秒,70/75/80/85/90,被动技能：拾取小黄鸡的英雄会获得12％14％16％18％20％的移动速度和10％12％14％16％18％的攻击速度，并且在飞行过程中碰到的友军也可以获得此效果 主动技能：对目标造成80/130/180/230/280（+0.7AP）点法术伤害，并附加一个黄色印记，当受到其它技能伤害时，会触发并消耗掉该印记，造成目标沉默1.5秒。
55,轰炸鸡,R,110/95/80秒,100/125/150,对目标范围造成200/300/400（+0.9AP）法术伤害，并击退该范围内所有敌方单位。飞行距离超过1000码后，每飞行500范围伤害降低5％，最低60％
54,真言术韧,被动,无,无,为所有友方英雄增加3%生命值上限。
54,真言术盾/暗言术灭,Q,8秒,70/75/80/85/90法力,"""为目标友方英雄加上一层神圣的护盾,护盾可吸收80/130/180/230/280（+0.7AP）点伤害。护盾结束后会增加一个持续8秒的灵魂虚弱状态。对处于灵魂虚弱状态下的目标施展此技能，护盾可吸收的伤害量减半暗言术灭50法力立刻对目标敌方单位造成90/140/190/240/290（+0.75AP）点法术伤害,同时消耗自己45/70/95/120/145生命值。如果目标生命值低于25%则造成额外100%伤害并且不会消耗生命值"
54,虔诚之跃/心灵尖啸,W,30/27/24/21/18秒,50法力,将目标友方英雄拉到自己身边，并且为其增加18%/23%/28%/33%/38%移动速度，持续2秒心灵尖啸50法力激发周围敌人心中的恐惧，让他们无法控制自己的行动，持续3秒
54,瀑流/暗言术痛,E,8秒,65点法力值,目标射出一道神圣光线，如果目标是敌方单位则爆炸并且对周围所有敌方单位造成65/105/145/185/225（+0.65AP）点法术伤害。如果目标是友方单位治疗范围内友方单位40/75/110/145/180（+0.5AP）点生命值暗言术痛90法力对目标施展恶毒的诅咒，每2秒对目标单位造成20/35/50/65/80（+0.2AP）点法术伤害，并且降低目标法术抗性10/15/20/25/30点。
54,暗影形态/神圣形态,R,5/4/3/2秒,无,变成暗影形态，增加5/10/15/20点护甲和法术抗性和15%的伤害减免。所有技能切换为暗影形态技能变成神圣形态，获得神圣光环，范围内的友方单位增加5/10/15/20点5秒生命恢复。所有技能切换为神圣形态技能
53,庇护之翼,被动,240秒,无,当周围友方英雄死亡时，可以自动复活友方英雄，技能冷却时间240秒（不享受冷却缩减）。
53,天谕秘术,q,30秒,60点法力值,对目标方向射出一道圣光，命中目标时，将会给目标添加一个印记并获得目标的视野，己方英雄靠近具有天谕秘术印记的敌方英雄时，移动速度提高30％，持续10/15/20/25/30秒；裁决之杖与光明审判技能可以激发印记，使其眩晕1.5秒，未命中或触发印记都会将冷却时间缩短为10秒。
53,裁决之杖,w,3.5秒,40/45/50/55/60,对目标区域投下能量法杖。并对范围内的敌人造成60/90/120/150/180（+0.08最大MP）点法术伤害。技能加成受法力值影响。被裁决之杖击中的单位降低30％的移动速度，持续2秒。（此技能加成颜色是代表ap的绿色，实际是MP加成。）
53,光明审判,e,14秒,60/70/80/90/100,对目标施放一道链锁圣光，攻击敌方时造成60/100/140/180/220（+0.1最大MP）点法术伤害，该加成受法力值影响。最多对2/3/4/5/6个目标造成伤害，每次递增5％伤害，降低10/15/20/25/30点护甲与魔抗。治疗己方时可回复60/100/140/180/220（+0.4ap全）生命 值，最多对2/3/4/5/6个目标造成治疗，提高10/15/20/25/30点护甲与魔抗。效果持续3.5秒。
53,神圣守护,r,35/30/25,80/100/120点法力值/秒,开启：每0.5秒恢复周围友方英雄10/17/25（+0.06ap全）点生命值。每损失1％的生命值，额外提高1％的治疗效果。同时每秒消耗的法力值提高5％。
52,慧根,被动,无,无,唐僧每次施放伤害技能命中目标英雄后，都会降低目标英雄的物理攻击力2/3/4/5/6/7点（随自身等级提升），持续4秒，最多叠加6层。
52,三世因果咒,Q,3.5秒,35/40/45/50/55法力,"以自身为中心释放一个范围技能对周围的目标造成60/80/100/120/140（+0.4AP）点法术伤害,并治疗周围己方单位（对小兵的治疗效果减半），治疗的效果相当于伤害的1/4。每击中一个敌方单位，额外增加8％的治疗效果。对英雄治疗15/20/25/30/35（+0.1AP）点生命值对小兵治疗7.5/10/12.5/15/17.5（+0.05AP）点生命值"
52,救世真言,W,18/16/14/12/10秒,80/85/90/95/100法力,对友军释放，增加友军的移动速度35％与法术强度20/30/40/50/60点，持续5秒。对敌军释放，标记目标英雄，降低其移动速度30％，持续3秒。状态结束后定身目标0.5秒，并且在状态持续期间，目标受到的伤害每增加100点，增加定身时间0.25秒。最多定身2.75秒。
52,补缺真言,e,14/13/12/11/10秒,60/70/80/90/100法力,被动效果：唐僧每杀死一个单位，提高自身的法力值上限3点，每杀死1个英雄提高自身法力值上限30点，每获得一个助攻增加法力值上限15点（最多3000点）。主动效果：为指定友方英雄套上一个护盾，护盾提供额外的物理防御与法术抗性20/35/50/65/80点，护盾持续2秒。若在护盾存在期间被敌方英雄攻击，则对攻击者造成40/75/110/145/180，并附带当前法力值10％（+0.1当前魔法值）点法术伤害，并且沉默1秒。
52,大悲咒,R,140/130/120,125/150/175法力,唐僧不停的原地念咒，吟唱1秒后以自身为中心施放一个范围效果，立即对范围内的敌人造成0.5秒眩晕和80/120/160（+0.3AP）点法术伤害，随后每1.5秒造成一次效果，持续3秒。
51,神光棒,被动,无,无,"奥特曼的技能每击中一个目标将增加自身10%的攻击速度，最多50%。
（持续6秒，每次技能击中叠加层数并刷新持续时间。）"
51,斯派修姆光线,Q,6.0/5.5/5.0/4.5/4.0s,30/35/40/45/50,奥特曼发出光线，对第一个命中的敌人造成30/55/80/105/130（+1.1 AD全）（+0.2 AP全）点物理伤害（可附带攻击特效），如果击中一个目标，则减少所有技能1秒的CD。（可暴击、吸血）
51,哉佩利敖光线,W,10秒,50/60/70/80/90,奥特曼放出光流，对敌方英雄造成75/125/175/225/275（+0.6 AP全）点法术伤害并减少其15%移动速度，增加友军15%/20%/25%/30%/35%移动速度，持续3秒。
51,迪拉休姆光流,E,12/11/10/9/8秒,50点法力值,瞬移到临近区域，并向敌人发射光线，对敌方单位造成80/130/180/230/280（+0.75 AP全）点法术伤害。
51,蓝帕尔特光弹,R,80秒,100点法力值,奥特曼蓄力1秒后向目标区域释放光弹，对每个经过的敌人造成350/500/650（+1.0 AD额外）（+0.9AP全）点的法术伤害，每穿透一个敌方单位后伤害递减8％（最低伤害30%）
50,纵火狂,被动,无,60点法力值, 使用技能可以减少其它技能1秒的冷却时间
50,点燃,Q,3.5秒,60法力值,被动效果:增加10%的冷却缩减。主动效果:对目标释放一颗火球，造成70/110/150/190/230（+0.24AP）法术伤害，同时附加4％自身魔法上限的法术伤害使用该技能击杀目标后会返还法力值并且降低冷却时间1秒
50,烈火之罚,W,14秒,60/65/70/75/80点法力值,将目标禁锢0.75/1/1.25/1.5/1.75秒，同时造成80/125/170/215/260（+0.5AP）法术伤害并造成自身魔法上限3％点法术伤害
50,火势蔓延,E,10秒,60/65/70/75/80点法力值,释放一团烈火在敌人和自己之间弹跳，如果目标是敌方则造成50/70（+0.3AP）附加1％自身魔法上限点法术伤害，同时降低对方12/15/18/21/24魔抗，最多弹跳5次
50,焦热地狱,R,70/60/50秒,无,"自身增加25%法术吸血，增加10％/12％/14％移动速度，技能对目标周围的敌方单位造成50％范围的伤害,持续8秒"
49,忍术,被动,无,无,"卡殿下每次普通攻击附带20+等级*5点法术伤害。伤害随查克拉量的减少而降低（满能量时造成满额伤害，空能量不造成伤害）。
每杀死一个单位回复10能量，每杀死一个英雄回复40能量"
49,追牙,Q,12/11/10/9/8,40能量值,"以忍术招来忍犬，追踪敌人,然后咬住敌人造成60/105/150/195/240（+0.4全AD）点物理伤害，并在3秒内持续造成36/60/84/108/132（+0.45AP）点法术伤害，并且减少目标25％移动速度。这个减速效果每秒递增25％，最多3秒"
49,雷切,W,14/13/12/11/10,40能量值,将大量查克拉集中于使出突刺的手，高速冲刺并增加1.5倍的移动速度，持续3秒。对击中的敌人造成60/110/160/210/260（+0.85AP）点法术伤害并定身1.5秒
49,水鲛弹,E,7/6.5/6/5.5/5,40能量值,掌握大量的水，并一口气射向敌人，对击中的敌人造成55/95/135/175/255（+0.3全AD）（+0.4AP）法术伤害。
49,神威,R,100/90/80秒,无,扭曲目标英雄周围的空间，目标3秒内受到攻击会产生45%的额外伤害，3秒后撕裂目标，对目标造成300/450/600（+1.0额外AD）（+1.0AP）法术伤害。实际造成（计算45%增伤后）435/652.5/870（+1.45额外AD）（+1.45AP）点法术伤害
48,烧烧果实,被动,无,无,每次攻击(包括技能和普通攻击)敌人会增加自身5％攻击速度和1％移动速度，最多可以增加到50％攻击速度10％移动速度
48,神火鸡·无名火,Q,12秒,无,在空中将火焰聚集双臂，向指示方向赶出10只火鸡，每只火鸡对碰撞到的敌人造成10/15/20/25/30(+0.2额外AD）（+0.1全AP)法术伤害
48,火拳,W,26/24/22/20/18秒,无,S向前冲锋7码并使用火拳轰击对手，火拳对碰到的敌人造成45/80/105/130/155(+0.7额外AD）（+0.3AP)点法术伤害，并附带灼烧效果，灼烧持续5秒。目标被灼烧的过程中，再次收到来自S的技能或者普通攻击伤害会烧焦目标，造成8/12/16/20/24(+0.1全AP）点法术伤害和0.25秒定身
48,炎戒·火柱,E,3秒,无,将火焰释放出来在自身脚下形成火柱，当敌人接近火柱时，会引发火柱爆破，对周围300范围内敌人造成40/75/110/145/180（+0.35AP）法术伤害并减速30%，火柱最长持续8秒。当火柱被火拳击中会向火拳方向飞行1500范围，并重置火柱的生存时间
48,大炎戒·炎帝,R,120秒,无,将全身的火焰释放出体外形成一个巨大的炎之丸，向目标区域投掷，接下来2秒后坠落目标点对周围3码内造成175/250/325（+1.2额外AD）（+0.5全AP）法术伤害，再过2秒后炎帝爆裂，对周围5码内敌人造成450/500/650（+2.4额外AD）（+1.0全AP）法术伤害并减速60％。
47,白蛇脱壳,被动,45秒,无,"受到超过自身生命值15%伤害时，抵消该次攻击并在原地褪下存在5秒的蛇壳，对触碰到的敌人造成蛇毒效果减速3秒。
每45秒该效果可生效一次"
47,潜影蛇手,Q,14秒,40点法力值,"被动效果:每次普通攻击额外造成15/25/35/45/55（+0.15AP）法术伤害。主动效果:增加蛇叔30%/35%/40%/45%/50%攻击速度和12%/14%/16%/18%/20%法术吸血,被动效果伤害加倍，持续6秒。"
47,杀意之刃,W,16/15/14/13/12秒,7070/70/70/70法力,对范围内敌军造成65/95/125/155/185（+0.6AP）点法术伤害并附加减速，额外标记一名敌方英雄，蛇叔对其造成的伤害降低50%，4秒内若总伤害超过目标最大生命值的8%，则下次蛇叔的普通攻击会额外附加目标最大生命值22%/24%/26%/28%/30%的法术伤害。击杀或助攻会刷新杀意之刃的冷却时间。 
47,双蛇相博,E,16/15/14/13/12秒,50/50/50/50/50点法力值,蛇叔瞬身至敌人身边，造成70/120/170/220/270（+0.65AP）点法术伤害并结印链接敌方。若2秒后链接存在，则造成1.5秒晕眩效果。
47,森罗蛇阵,R,140/130/120秒,100/125/150点法力值,在目标区域召唤森罗蛇阵，蛇阵在4秒内爆发5次50/80/110（*0.25AP）点法术伤害，并对随机一名陷入蛇阵中的敌方英雄发动双蛇相搏。对已被双蛇相搏链接的目标再次发动伤害衰减50%，但立即触发双蛇相搏晕眩效果。
46,空城计,被动,无,无,诸葛亮生命或法力值越少自身技能可造成的伤害越高，两者取低值，最多增加20%全部伤害。
46,火攻,Q,15/14/13/12/11秒,70/85/100/115/130法力,造成35/60/85/110/135（+0.56AP全）法术伤害。并使目标受到灼烧效果，每2秒造成11/18/25/22/39（+0.14AP）点法术伤害，持续8秒
46,洞察/料敌先机,W,22/20/18/16/14秒,50点法力值,"获得3秒护盾，护盾可抵挡一次技能攻击。若成功抵挡则可使用料敌机先技能，使目标英雄无法攻击施法,持续时间1/1.25/1.5/1.75/2秒。"
46,狂风,E,6/5.5/5/4.5/4秒,60/65/70/75/80法力,诸葛亮对面前扇形范围释放一道狂风，对命中的所有敌方单位造成60/90/120/150/180（+0.5AP）点法术伤害并减速30%持续2秒。若目标身中火攻负面状态，则目标会产生一颗火球射向身后，对触碰的所有敌人造成火攻效果。
46,北斗七星续命步,R,135/120/105秒,100法力,开启七星阵后诸葛亮幻化七把羽扇射向周围，羽扇在射出时会对穿过的敌人造成175/225/275（+0.4AP）点法术伤害。当羽扇到达目的地后会停留2秒积蓄能量，随后同时向诸葛亮飞去，中途碰到敌人或到达极限距离后会爆炸释放能量，对小范围敌人造成175/225/275（+0.4AP）点法术伤害并沉默敌人1.5秒并减速30%。对同一目标产生的多次爆炸效果伤害减少40%。开启七星阵时诸葛亮可使用续命步技能在600/900/1200范围内瞬移。
45,冰霜精通,被动,无,无,普通攻击对冰冻的单位造成125%的伤害
45,寒冰箭,Q,1.5秒,50法力,吟唱0.6秒后，对目标发射一枚寒冰箭，对目标单位造成造成60/105/150/195/240（+0.4AP）点法术伤害，并减速20%，持续2秒。如果目标被冰冻，则会造成175%的伤害。对被冰冻的目标造成105/183.75/262.5/341.25/420（+0.7AP）点法术伤害
45,冰环,W,14秒,30法力,定身周围的敌方单位1秒，附带冰冻效果，在技能释放后的5秒内可以获得技能吹风对前方的锥形区域内的敌方单位造成80/130/180/230/280（+0.75AP）点法术伤害，并减速20%，持续2秒
45,寒冰闪现,E,26/24/22/20/18秒,90点法力值,向目标点闪烁，在闪烁结束后用寒冰的力量抵御敌方的攻击，吸收60/100/140/180/220（+0.5AP）点伤害，持续5秒。寒冰闪现可以解除所有控制效果（包括时停和冰地板）
45,深结,R,80/70/60秒,150点法力值,冻结敌方单体目标，造成240/360/480（+0.8AP）点法术伤害，并使其无法移动，攻击和施法，持续2秒
44,Zafkiel,被动,无,无,技能消耗时间值，每次击杀怪物和英雄能获得3和10时间值，当狂三生命低于30％会触发Zafkiel，4秒受致命伤害会传送到泉水的分身（生命高于30％受致命伤害会立刻触发）但会虚弱一段时间（受致命伤害伤害量影响）最低20S，每多50伤害加1S，最多30S。该效果300秒触发一次
44,Alef,Q,18/17/16/15/14,20点时间值,使用一之弹来加速自身的时间，可以在一瞬间攻击5个目标，造成伤害：10/20/30/40/50（+1.1全AD），持续4秒
44,Bet/Zayin/Yod,W,,3,每次攻击有15%/20%/25%/30%/35%的概率触发特殊效果，每次攻击同一目标同时只能触发一种特效二之弹：使目标时间流逝变缓，减少目标40％的攻击速度，持续1秒，并增加自身攻击速度10％，最多叠加3次，持续2秒七之弹：使目标时间暂停，眩晕0.25秒，并增加自身移动速度10％，最多叠加2次，持续1秒十之弹：将过去的记忆注入目标体内，使其忘却所有技能，沉默0.5秒，并减少Q技能Alef和R技能Dalet/Chet冷却时间1秒
44,食时之城,E,10秒,无,展开结界，强制剥夺结界内的单位的时间，每秒吸取每个单位1点时间值， 并有5%/7%/9%/11%/13%（+0.025全AD）的概率（最高30%)将目标定身0.5秒，结界持续10秒（不享受冷却缩减）
44,Dalet/Chet,R,180秒,50点时间值,四之弹被动效果：受到伤害后，将通过实践逆流，在1秒后治愈这些伤害，每20/16/12秒触发一次。八之弹主动效果：时崎狂三会在对面每个英雄后召唤分身锁定攻击，继承40％攻击，承受200％伤害，持续5秒。分身持续时间内再次使用技能可以将自己传送到任意分身位置
43,卖雷,被动,2,无,据说是卖萌的近亲，每隔2秒，会向自身周围500范围内最近一个敌人放电，造成10（+0.1AP）点法术伤害，并降低2点物理抗性，持续时间4秒，减物抗效果可以无限叠加
43,盐汽水,Q,1秒,5法力值,持续对方向喷射盐汽水，对命中敌人造成伤害，伤害10/15/20/25/30（+0.5全AD）间隔0.6/0.5/0.4/0.3/0.2秒，5法力/次，冷却1秒
43,打分,W,22秒,100点法力值,"对单体敌人打分，同时自身的所有针对目标敌人的攻击会附带同分数的额外物理伤害，一星10/15/20/25/30,二星20/30/40/50/60,三星30/45/60/75/90。持续7秒"
43,计数,E,0,无消耗,被动效果：增加自身不确定的攻击力，0～30/45/60/75/90
43,超杀盐汽水,R,60秒,100/125/150,打击目标，降低目标物理抗性，伤害120/270/420（+1.2全AD）点物理伤害，护甲降低30/50/70点。持续5秒
42,怒气,被动,无,无,"使用技能和普通攻击命中敌人获得3点怒气，受到普通攻击获得1点怒气。
当怒气大于100点时，可以获得1能量点，并清空怒气槽。
最多可以获得3个能量点。
（商店可以购买安迪娃娃，点击使用消耗1能量点进入暴怒状态）暴怒：增加50%攻击速度，持续8秒"
42,花蝶扇,Q,3秒,获得1点怒气,甩出花蝶扇，对碰撞到的敌人造成50/90/130/170/210（+1.0额外AD）点物理伤害，在8秒内再次击中相同的单位会增加15%的伤害。在暴怒状态下一次扔出三把扇叠加层数无上限
42,冲刺,W,6/5/4/3/2,无,朝着你的鼠标悬停位置进行一次快速冲刺，增加移速10%/15%/20%/25%/30%
42,龙翔之舞,E,5秒,获得1点怒气,甩出火焰，对碰撞到的敌人造成60/110/160/210/260（1.0全AD）（+0.5全AP）点法术伤害暴怒状态下提升20%伤害
42,忍蜂,R,3秒,1点能量点,向目标地点快速冲锋，对路径上的敌人造成200/290/380（1.0全AD）（+0.6AP）点法术伤害并击飞沿途目标暴怒状态下可提升50%的伤害
41,望远镜,被动,无,无,提升英雄等级*8的视野和射程
