id,name,快捷键,冷却时间,技能消耗,Information
41,疾风冲刺,Q,14/13/12/11/10秒,50法力,增加100%的基础移动速度，持续1.5秒，开始时可以隐身0.75秒。普通攻击会打断加速状态并对敌人造成额外50/80/210/240/170（+0.5额外AD）点物理伤害
41,照明弹,W,22/20/18/16/14秒,30点法力值,被动效果:每隔10秒钟（不受冷却缩减影响），霍比侦察兵会在原地安置侦查守卫，侦查守卫持续30秒主动效果:霍比侦察兵向空中发射照明弹，获得一瞬间空中视野.
41,穿甲弹,E,12/11/10/9/8秒,60点法力值,被动效果:每隔12/10/8/6/4秒（不受冷却缩减影响），霍比侦察兵普通攻击会穿透目标对目标和目标身后的敌方单位进行攻击并造成50/65/80/95/110（+0.65额外AD）点额外物理伤害主动效果:降低目标区域敌人10/15/20/25/30点护甲，持续5秒。
41,地狱烈光,R,150/135/120秒,100/125/150法力,发射地狱烈光，对敌方英雄造成150/265/380（+0.8额外AD）法术伤害，并大幅度降低击中目标的视野，持续3秒
40,属性附加,被动,无,无,每个基础技能到达5级时，会给英雄增加额外40点生命值、5%攻击速度、40点魔法上限、7点法术强度、4点攻击力。
40,狂战士怒吼,Q,10秒,50/60/70/80法力,激怒身边的敌人，造成60/100/140/180（+0.5AP）点法术伤害，并使之不惜一切的攻击自身，并增加自身200点护甲，持续1/1.25/1.5/1.75秒
40,战斗饥渴,W,11/10/9/8秒,75/80/85/90法力,造成18/25/32/39（+0.1AP）每秒的法术伤害，持续10秒，杀死任意单位会立刻终止。每个受影响的单位会降低8%移动速度，并增加斧王8%移动速度，效果不叠加
40,反击螺旋,E,0.25,无,每次受到普通攻击，有17%概率对周围敌方单位造成40/80/120/160（0.4AD+0.1DEF）点物理伤害，最低触发间隔0.25秒
40,淘汰之刃,R,70/55/40秒,100/125/125法力,淘汰生命值低于250/400/550（+0.08最大生命值）的敌方英雄，若不满足条件则造成100/125/150（+1.0AP）点法术伤害和一秒击晕。淘汰成功则会增加自己50%的移动速度，持续3秒
39,潜行,被动,无,无,"盗贼娃总是尝试进入潜行状态，并使自身能量回复速度增加20%，直到盗贼娃攻击或被敌人击中（低于盗贼娃2%最大生命的伤害无法将盗贼娃打出潜行）。
当盗贼娃靠近敌人500码时增加30%移动速度，但靠近400码会被敌人发现，加速持续1.5秒"
39,剔骨,Q,1秒,40点能量,剔骨：终结技!盗贼娃攻击面前有连击点的目标，造成每点连击点20/40/60/80/100（+0.4全AD）最多100/200/300/400/500（+2.0全AD）点物理伤害，并消耗目标身上所有连击点，终结技伤害受连击点影响。对无连击点的单位施放无效偷袭45能量偷袭目标造成1.5/1.75/2/2.25/2.5秒晕眩并产生2颗连击点。连击点只对该单位有效，同一时间只能有一个单位存有连击点
39,出血,W,1秒,35点能量,出血：攻击穿透敌方护甲使其裂伤，造成20/30/40/50/60（+1.15全AD）点物理伤害并产生1颗连击点，目标护甲降低5/8/11/14/17点，最多叠加4层。伏击45能量盗贼娃从背后伏击目标造成60/110/160/210/260（+1.6全AD）点物理伤害并产生2颗连击点，伏击可产生暴击并造成打劫效果：减少20%移动速度持续3秒，从正面伏击敌人只会造成50%伤害连击点只对该单位有效，同一时间只能有一个单位存有连击点
39,肾击,E,20秒,15点能量,终结技!盗贼娃攻击面前有连击点的目标，造成1.5秒到3.5秒眩晕并消耗目标身上所有连击点，同时回复自身5/15/25/35/45点能量。终结技晕眩效果受连击点影响。对无连击点的单位施放无效锁喉25能量盗贼娃绞袭敌人的喉咙，造成3秒沉默并产生1颗连击点，同时目标在16秒内不断流血，每2秒受到20/25/30/35/40（+0.25全AD）点物理伤害连击点只对该单位有效，同一时间只能有一个单位存有连击点，该技能不触发装备特效
39,消失,R,110/100/90秒,无消耗,盗贼娃进入消失状态，解除所有负面buff（时停系技能不以buff形式生效），无法被任何单位察觉且受到攻击不会影响消失状态，直到盗贼娃攻击敌人或2秒结束。在消失期间盗贼娃所有技能进入2秒冷却，增加40%/50%/60%移动速度并立刻回复40/50/60能量。
38,暗夜本能,被动,无,无,"被动技能,面向敌方英雄移动时获得15%额外移动速度。"
38,俯冲射击,Q,6/5/4/3/2秒,40点法力值,向指定方向俯冲一小段距离，若此次俯冲不是背对上次的攻击目标，并且俯冲后目标任然在你的射程内，则会自动攻击该目标2次，否则对最近的目标攻击2次，可以手动更改目标
38,腐蚀之箭,W,0秒,无,被动效果:亡灵女王将死亡力量附加在自己的箭上，对一切活物造成额外伤害。对同一目标连续攻击或使用技能三次，将对目标造成10/15/20/25/30（+0.4全AD）（+目标最大生命值4%/5%/6%/7%/8%）的真实伤害。对中立生物伤害200点为最高上限。
38,凝神射击,E,20/18/16/14/12秒,90点法力值,"向目标发射一枚巨大弩箭,造成45/80/115/150/185（+1.0全AD）点物理伤害并击退区域内目标。如果在击退过程中受到地形碰撞,目标将造成额外60/100/140/180/220（1.0全AD）点物理伤害并眩晕1.5秒。 "
38,亡灵时刻,R,70秒,80点法力值,"在接下来的8/10/12秒内获得额外的25/40/55点攻击,在俯冲射击时可以隐身1秒,暗夜本能效果生效时提供的额外移动速度效果变为3倍。"
37,弱点打击,被动,无,无,"三笠击杀敌方英雄时获得12气体，助攻获得该气体值的一半。
三笠从背后攻击目标英雄附加目标最大生命值6/8/10%的额外物理伤害，这个效果对同一目标每6秒最多触发一次。（该技能在6级和11级时成长一次）"
37,弹射钩爪,Q,无,9/8/7/6/5点气体,被动效果：飞行中使用技能造成伤害提升10%/25%/40%/55%/70%主动效果：三笠控制立体机动装置射出钩爪，在命中地形和建筑物后会向目标点快速飞行，如果钩爪未命中则只消耗2点气体值。（飞行过程中再次使用可连续飞行，每次连续使用额外消耗2气体，额外效果会叠加）飞行轨迹计算物理惯性
37,旋转斩击,W,1.6秒,无,三笠用身体带动刀刃高速旋转，对周围敌人造成40/60/80/100/120（+0.5全AD）点物理伤害。
37,合金刀刃,E,2秒,无,三笠更换合金刀刃，提升后续攻击20（+0.2额外AD）/35（+0.3额外AD）/50（+0.4额外AD）/65（+0.5额外AD）/80（+0.6额外AD）物理伤害。刀刃在造成3次伤害后断裂失效
37,决死之心,R,4秒,4点气体值每秒,被动效果:提升气体值上限20/40/60。主动效果:失去冷静并对目标施以残酷打击，普通攻击造成120%攻击力的范围伤害，如果距离目标较远则会向目标发起冲锋并对沿途所有敌人造成40/100/160（+0.8额外AD）物理伤害。第一次冲锋消耗20气体，之后每次冲锋额外增加10气体消耗。
36,致命碾压,被动,无,无,"被动技能,对目标的普通攻击附加目标生命值8%的额外伤害,这个效果对同一目标每6秒最多触发一次。"
36,流沙猛击,Q,10/9/8/7/6秒,50法力值,"沙僧使用图腾冲撞,对路径上所有敌人造成70/115/160/205/250（+1.2额外AD）物理伤害并降低其10%/14%/18%/22%/26%护甲。如果瞄准月牙铲释放,沙僧会冲向月牙铲,挑起沿途所有敌人。"
36,玄冰护甲,W,20/18/16/14/12秒,65点法力值,"以自身为中心爆发一次法术冲击波,制造一个吸收50/90/130/170/210（+0.8AP）点伤害的护盾,每增加一个敌方英雄额外吸收20/25/30/35/40点伤害,持续5秒,并且在2秒内减缓周围的敌人15%/20%/25%/30%/35%的移动速度。"
36,通天禅杖,E,13秒,35点法力值,"被动效果:增加沙僧10%/13%/16%/19%/22%攻击速度和10/13/16/19/22点护甲。主动效果:投掷出去,造成60/105/150/195/240（+0.8AP）点法术伤害并且为附近友军提供增益效果,该效果持续8秒。"
36,若水天牢,R,120/105/90秒,100/125/150法力,"勇猛地跃向他的目标,造成200/325/450（+1.5额外AD）点物理伤害并且形成一圈特殊地形困住敌人,持续3.5秒。再次点击该技能可以解除环形障碍，只能对英雄使用。释放后此技能会进入一个0.5秒的保护期以免连点接触大招。"
35,黄金律,被动,无,无,在战斗中收集各种财宝，击杀单位额外获得4金钱;非竞技场模式普通攻击会额外附带玩家当前钻石数20%的物理伤害(上限为500点)
35,王的宝库,Q,15秒,60/65/70/75/80点法力值,锁定目标区域内的5个敌人，然后每1秒对其造成30/45/60/75/90(+0.2AP全）（+0.1AD额外）法术伤害，持续3秒，并且能附加天之锁的被动效果。
35,天之锁,W,12秒,50/60/70/80/90点法力值,"""被动效果:每次攻击目标时，对其造成2%/3%/4%/5%/6%的易伤效果，持续6秒，最多叠加10层。　　主动效果:对目标方向射出天之锁，对碰到的首个英雄附加2层被动的易伤效果，并造成定身效果，定身时间根据飞行距离的长度来增加"""
35,空间转移,E,28/27/26/25/24秒,50点法力值,立刻瞬移到目标点，并致盲(减少100%命中率)周围2码内的敌方单位1.5秒，5秒内可以再次使用空间转移(无法重复致盲同一单位)
35,天地乖离-开辟之星,R,150/135/120秒,150点法力值,　对目标半径2码的范围逐渐扩散到12码(每0.5秒提高1码范围)内的范围，对范围内的所有敌方单位每0.5秒造成30/45/60(+0.2AD额外)（+0.1AP全）法术伤害，持续5秒。每次伤害会给目标1个印记，最多叠加10层，持续2秒，结束时达到6-7层/8-9层/10层时分别会被眩晕1/1.5/2秒
34,万花筒写轮眼,被动,无,无,提高6点闪避，每升两级额外获得1点闪避。每次普通攻击，降低目标5点命中，可叠加3层。持续3秒
34,万蛇/鹰,Q,5秒,10点法力值,通灵术-鹰:提高7%/9%/11%/13%/15%的移动速度，并可以穿越单位。激活鹰状态时，暂时获得2秒的空中视野。通灵术-万蛇：获得2%/4%/6%/8%/10%的免疫伤害效果。激活万蛇状态时，暂时提高100韧性，持续2秒。
34,千鸟流,W,15/14/13/12/11秒,40/50/60/70/80法力,"左二少释放千鸟流,对四周发射出12道电流.每道电流对敌方单位造成25/40/55/70/85（+0.25AP）点法术伤害,并减少20%的移动速度，持续3秒。电流的伤害与效果可以叠加。"
34,天照,E,14秒,65/70/75/80/85法力,左二少向目标释放天照，造成15/25/35/45/55（+0.2额外AD）点物理伤害。目标会持续受到天照灼烧，并降低2/3/4/5/6点护甲，最多叠加3层，持续5秒。靠近被天照灼烧的单位将会被感染到天照。
34,须佐能乎,R,60/55/50秒,100点法力值,唤醒须佐能乎，左二少的普通攻击变为远程攻击，普通攻击能附带天照攻击；万花筒写轮眼效果提升为原来的2倍；并提高自身攻击速度35%/50%/65%持续10秒。释放后会增加左二少的生命上限150/250/350点。
33,健步如飞,被动,无,无,"普通攻击命中敌方英雄时,增加15%移动速度，持续2秒"
33,旋风手里剑,Q,9秒,70/80/90/100/110点法力值,"将手里剑像扔回力镖一样扔出去,对沿途的敌人造成40/70/100/130/160（+0.8额外AD）（+0.4全额AP）物理伤害。每碰到一次敌人伤害递减20%。"
33,弹射手里剑,W,1秒,6/8/10/12/14点法力值,"开启后普通攻击将对最多2/3/4/5/6个目标进行弹射造成（1.1全ad）物理伤害,伤害每次递减15%。每次弹射都可以继承普通攻击效果，但无法享受暴击和生命偷取。"
33,忍术遁法,E,22/19/16/13/10秒,无,创造一层魔法屏障，能够挡掉一次来自敌方的魔法。最多持续3秒。如果护罩抵挡了一次技能可以回复125点法力值。
33,疾风行军,R,100/90/80秒,100,当技能激活时，只要有友军进入技能范围就会得到BUFF的增益，攻击速度的增益为40%/55%/70%。移动速度为增加20%。友军攻速增益为1/2。持续10秒
32,复仇,被动,无,无,"被动技能,,击杀关羽的敌方单位会获得一个最多可叠加5层的复仇状态，关羽对带有复仇状态的单位可获得每层10%的伤害加成。如果关羽成功击杀带有复仇状态的敌人，则复仇状态会传递给范围10内的最近敌方英雄。
带有复仇状态的敌方英雄被关羽击杀时会清空所有复仇状态"
32,追斩,Q,16/14/12/10/8秒,50法力值, 关羽用向前方挥出刀风，对范围内的敌人造成70/115/160/205/240物理伤害。如果只击中一个目标，则会冲锋到目标身边，晕眩目标0.5秒。并且连砍两刀，一共造成50%额外伤害。
32,武圣义,W,14秒,45点法力值,被动效果：提高附近友方单位10/15/20/25/30点护甲和每5秒5/8/12/15/17点生命恢复。主动效果：提高自己40%/45%/50%/55%/60%的攻击速度，持续3.5秒
32,拖刀技,E,11/10/9/8/7秒,65点法力值,被动效果：关羽5秒内不进行普通攻击或释放追斩会自动进入拖到状态，下次普通攻击额外造成30/55/80/105/130（+0.8额外AD）点物理伤害，并降低目标移动速度30%，持续1秒。拖刀每增加1秒，额外提升10%的伤害与0.5的减速时间，最高3秒。到达5秒后变为眩晕，持续1秒，并且每增加1秒，眩晕时间增加0.25秒，最高1.5秒。主动效果：关羽挥动对周围范围内的敌人造成30/55/80/105/130（0.8额外AD)点物理伤害，若关羽处于拖刀状态，则此次挥砍会附带拖刀技的被动效果。
32,武圣势,R,105/95/85秒,100点法力值,被动效果：每3次普通攻击，下一次普通攻击可以造成额外60/110/160（+0.5额外AD）真实伤害。主动效果：为自己增加一个300/500/700(+1.5额外AD)的护盾，周围的友方单位也会获得一半效果的护盾。护盾可以增加15%的移动速度。击破护盾的敌方单位会获得一个持续30秒的复仇状态，可叠加5层。
31,属性附加,被动,无,无,"每个基础技能到达5级时，会给英雄增加额外40生命值、5%攻击速度、40魔法上限、7法术强度、4攻击力。
献祭：对周围敌人每秒造成（5+0.1额外AD）点法术伤害"
31,法力毁损,Q,16/15/14/13/13,20/25/30/35/35,主动效果：开启后增加45%攻击速度，持续6秒。每次普通攻击都会偷取目标英雄的法术强度4/6/8/10/10点，最高8层，持续8秒。被动效果:每次普通攻击造成10/25/40/55/55/+0.2全ad）点伤害并扣除目标20/28/36/44/44（+0.1AP）法力值
31,闪烁,W,11/9/7/5/5秒,70点法力值,移动技能闪现使用后会获得一个吸收40/70/100/130/160（+0.4AP）法术伤害的护盾，持续1.5秒
31,法力护盾,E,无,无,被动效果:减免16%/24%/32%/40%/40%法术伤害
31,法力虚空,R,80/70/60秒,无耗费,对目标英雄使用，造成250/400/550（+1.0AP）附加目标法术强度*1.0点法术伤害并眩晕0.1/0.2/0.3秒目标周围的敌人会受到一半伤害
30,偷袭,被动,无,无,"被动技能,从目标背后发起攻击或使用技能时，可以造成20%的额外伤害。"
30,潜行突袭,Q,11秒,60/65/70/75/80点法力值,"立即进入潜行状态,持续3.5秒，并传送到附近的目标区域。并在接下来的6秒内普通攻击造成140%/160%/180%/200%/220%的暴击伤害。"
30,幽毒之痕,W,16秒,50点法力值,被动效果:每次攻击都会造成额外6/8/10/12/14（+0.05全额AP）点伤害，该效果可以叠加6次。主动效果:在6秒的时间里，攻击速度提高30%/35%/40%/45%/50%
30,丛林剧毒,E,8秒,50/55/60/65/70点法力值,被动效果: 当丛林剧毒可以释放时，攻击会使目标中毒，减少他们的20%/22.5%/25%/27.5%/30%移动速度，持续3秒。如果目标是中立生物则被降低30点命中，持续2秒主动效果:对目标造成70/110/150/190/230（+0.5额外AD）（+1.0AP）法术伤害。激活主动技能时。丛林剧毒被动效果会消失。直到重新冷却。
30,多重化身,R,90秒,100点法力值,在周围制造一个自己的幻象。幻象能造成50%的普攻伤害并受到135%的伤害。幻象死后会对附近敌人造成300/450/600（+1.0AP）点法术伤害。
29,无双,被动,无,无,提高5%的基础生命偷取；每点怒气额外增加0.15%生命偷取，每次攻击获得5怒气，暴击获得10怒气；击杀目标额外获得10怒气。脱离战斗5秒后每2秒损失5怒气。使用技能时，若怒气超过50点，则会消耗掉50点怒气强化技能效果。
29,方天画戟,Q,12秒,无,被动:每次攻击吸取目标2/3/4/5/6点攻击力，保留15秒，可以叠加8层。主动：将普通攻击转换为范围伤害，每额外命中一个目标，伤害降低8%/6%/4%/2%/0%，最低造成60%/70%/80%/90%/100%的伤害。当怒气到达25以上时将获得25%的攻击速度。当怒气到达50以上时将获得50%的攻击速度加成并消耗35怒气
29,致死斩杀,W,12/11/10/9/8秒,无,对直线范围内造成30/75/120/165/210（+1.0全额AD）点物理伤害。当怒气到达25以上时将会降低目标25%的移动速度，持续1.5秒。当怒气到达50以上时将目标眩晕并消耗35怒气
29,暴风疾走,E,14/13/12/11/10秒,无,提升35%/40%/45%/50%/55%移动速度和下次攻击提高30/55/80/105/130点伤害。当怒气到达25以上时提高50韧性当怒气到达50以上时将目标击飞并消耗35怒气
29,魔神降临,R,90/80/70秒,无,使用后激发自身潜力，获得5秒魔神附体效果，吸收所有的伤害并将伤害的50%转化为生命值（每次最多恢复75/100/125点生命值）。立刻获得50/75/100点怒气。
28,击碎,被动,无,无,增加10点护甲穿透，每次升级额外增加1.5点
28,窒息之刃,Q,8秒,25点法力值,"""向敌方目标投掷窒息之刃，造成30/50/70/90/110(+0.4AD全额） 点物理伤害并减速25%/30%/35%/40%/45%"""
28,符文护体,W,无,无,露西受到普通攻击有15%/20%/25%/30%/35%几率格挡敌人的普通攻击，每抵挡一次普通攻击都会增加R技能恩赐解脱的触发概率15%，直到触发一次恩赐解脱。
28,暗影突袭,E,10/9/8/7/6秒,35点法力值,瞬间出现到目标面前，并增加自身50%/60%/70%/80%/90%攻速，持续5秒。释放后会增加10%的移动速度，持续5秒
28,恩赐解脱,R,无,无,普通攻击和窒息之刃有15%几率额外附加50/100/150（+1.0全AD）的额外伤害
27,击碎,被动,无,无,增加10点护甲穿透，每次升级额外增加1.5点
27,窒息之刃,Q,8秒,25点法力值,"""向敌方目标投掷窒息之刃，造成30/50/70/90/110（+0.4全ad）点物理伤害并减速25%/30%/35%/40%/45%持续2秒"""
27,符文护体,W,无,无, 每次受到敌人的普通攻击会叠加一层符文，当符文叠加到7/6/5/4/3层时会触发一次符文护体，格挡下一次来自敌人的普通攻击伤害（不格挡附加伤害）。每抵挡一次普通攻击都会增加R技能恩赐解脱的1点准备点，直到触发1次恩赐解脱。
27,暗影突袭,E,10/9/8/7/6秒,35点法力值,瞬间移动到目标身边，并增加自身 50%/60%/70%/80%/90%攻速持续5秒。释放后会增加10%的移动速度，持续5秒
27,恩赐解脱,R,无,无,"""每7次攻击（包括技能攻击）会对目标造成额外50/150/250（+1.0全AD）点物理伤害"""
26,猎人印记,被动,无,无,普通攻击附带猎人印记，对目标造成10%额外伤害，只能同时存在一个标记。
26,瞄准射击,q,6/5/4/3/2秒,55/50/45/40/35点能量值,瞄准射击(豹群守护状态下可使用)：对目标射出锁定子弹，造成物理伤害，可被阻挡伤害（瞄准）：100/130/160/190/210（+0.8全额AD）伤害（多重）：50/70/90/110/130(+0.2全额AD)
26,冰霜陷阱,w,25/22/19/16/13,40点能量值,向选定区域射出冰霜陷阱，在有英雄踩中时触发，在范围区域内减少移动速度50%并降低攻击速度25%，持续3秒。陷阱持续时间100秒.陷阱0.5秒后开始生效。
26,雄鹰守护,e,0秒,20点能量值,雄鹰守护:增加10/15/20/25/30物理攻击和视野，主动开启后攻击加成翻倍且获得空中视野豹群守护：被动：移速提升：5%/8%/11%/14%/17%，主动开启后速度加成翻倍。
26,兽王之心,r,100/90/80秒,无,猎人娃激发自身潜能，增加所有伤害20%并且免疫所有控制。持续7/8/9秒，期间多重射击可以穿透目标，降低瞄准射击的前摇时间。
25,心眼,被动,无,无,皓卡娅对箭术拥有独到的造诣，每2秒增加自身的暴击几率，该效果将在触发一次暴击后重新累积。每25点额外攻击力提高1%的几率（最低1%，最高7%）。
25,荆棘之箭,q,0秒,8点法力值,开启：皓卡娅的每次普通攻击都会较少目标15%/20%/25%/30%/35%的移动速度。持续2秒。
25,散播毁灭,w,12/10/8/6/4秒,60点法力值,皓卡娅向前方的锥形范围内射出7支箭，造成40/60/80/100/120（+1.1全AD）点物理伤害。散播毁灭可以触发荆棘之箭的效果。
25,鸣镝,e,30秒,无消耗,皓卡娅将一个鹰灵进行实体化，并让他进行侦查，将会沿途显示它所经过的区域，并在到达目标区域后，暴力5秒该区域的视野，并且增加区域内的友军移动速度10%/12%/14%/16%/18%，降低敌方移动速度10%/12%/14%/16%/18%，持续5秒。皓卡娅的普通攻击和散播毁灭会对区域内的敌人额外造成%8/10%/12%/14%/16%的伤害。
25,暴风使者,r,100/90/80秒,150点法力值,直线射出一支箭飞行时提供视野，如果它碰到敌人英雄，将会对该英雄造成最多3.5秒的眩晕（眩晕效果取决于箭头移动的距离）并造成200/300/400（+1.5额外AD）点的物理伤害。此外，该英雄周围的敌人将会受到一半的技能伤害并被减速3秒。
24,橡胶果实,被动,180秒,无,当草帽小子濒危时会进入持续5秒的气绝状态，不可行动。期间可以硬撑敌方英雄7次普通攻击才会死亡。状态结束后课恢复（每等级*50+10%最大生命值）的生命并恢复行动
24,橡皮火箭,q,24/22/20/18/16秒,无,草帽小子蓄力1.5/1.3/1.1/0.9/0.7秒后跳跃至指定位置，对周围敌人造成70/115/150/195/250(+0.8AP)点法术伤害。
24,二档,w,20秒,无,二档：提升15%的移动速度和20点护甲，持续6秒，持续期间，可以释放三档。三档：额外提升35%的攻击速度，每次攻击提高15点攻击力，持续6秒。三档结束后的6秒内，草帽小子的攻击速度会减少30%
24,JET统,e,9/8/7/6/5秒,无,草帽小子强化他的拳头，使他的下一次攻击能够将目标击飞，并额外造成目标最大生命值8%/11%/14%/17%/20%的物理伤害（最少造成80/130/180/230/280点伤害，对野怪最多造成700点伤害）。
24,万里阳光号,r,150/125/110秒,无,草帽小子召唤万里阳光号冲向目标地点，对沿途碰到的敌人造成200/300/400（+1.0AP）点的法术伤害，在抵达终点后引起大漩涡，吸入周围敌人，共产生10次漩涡效果，每次造成25/40/55（+0.1AP）点的法术伤害。
23,海贼猎人,被动,无,无,攻击使敌人战栗，减少5%移动速度和攻击速度持续2秒，最多叠加4层。
23,居合斩,q,普攻12%几率触发,无,劈斩目标造成40/70/100/130/160（+0.8AD）点物理伤害。触发一刀流状态，12秒内可使用一刀流：大震撼。一刀流：大震撼佐罗冲向敌人对其当头劈下造成40/100/160/220/280（+1.2AD）点物理伤害，敌人受佐罗的威慑寸步难行，定身2秒
23,登楼,w,普攻12%几率触发,无,双刀上挑，对目标造成50/80/110/140/170（+0.5全AD）点物理伤害并减少20%/25%/30%/35%/40%移动速度持续2秒。触发二刀流状态，12内可使用二刀流：应登楼。二刀流：应登楼向面前斩出双刀，对前方250范围内所有单位造成100/140/180/220/260（+1.0全AD）点物理伤害，被二刀流；登楼斩中减速的敌人将额外眩晕1.75秒
23,八百烦恼风,e,普攻12%几率触发,无,使用三把刀击出旋转的刀风，对直线距离上所有敌人造成100/150/200/250/300（+1.0AP）点法术伤害并击退。触发三刀流状态，12秒内可使用三刀流：三千烦恼风。三刀流：三千烦恼风蓄力同时将三道刀风击出，对被掠过的敌方单位造成100/150/200/250/300（+0.8AP）点法术伤害并击退。三道刀风汇合后形成强烈旋风阻挡敌人接近，并在3秒内对进入的敌方单位造成250/300/350/400/450（+0.8AP）点法术伤害
23,空手白刃,r,24秒,无,佐罗静心凝神进入无刀无我的状态：攻击速度增加50%/65%/80%/95%/110%，移动速度增加20%/25%/30%/35%/40%，闪避增加10/15/20/25/30，下次普攻额外造成40/80/120/160/200点物理伤害最多持续8秒。（被动怎么改价4%/8%/12%/16%/20%所有击出剑技的触发几率，每次触发击出剑技会减少2秒持续时间）
22,弱点击破,被动,无,无,神目黑道的技能斩中敌人后，会使5秒内所有的普通攻击对该敌人造成额外创伤。普通攻击伤害增加20%。
22,黑刀一闪,q,8/7.5/7/6.5/6秒,45点法力值,神目黑刀对锁定目标造成一次精准的斩击，造成40/75/110/145/180（+0.9全AD）点物理伤害。享受暴击（复刻伤害不会暴击），暴击伤害为150%。对拥有弱点击破标记的目标攻击时会必定暴击（复刻伤害不会暴击）暴击造成60/112.5/165/217.5/270（+1.35全AD）点物理伤害
22,黑刀逆刃,w,18/17/16/15/14秒,50点法力值,被动效果：逆刃可增加神目黑刀10%/15%/20%/25%/30%的暴击率。主动效果：神目黑刀会记住尝试使用技能攻击他的敌人，在3秒内可对其进行反击，反击造成75/120/165/210/255（+1.1全AD）点物理伤害，并眩晕1秒。
22,黑刀长夜,e,12/11/10/9/8秒,65/70/75/80/85点法力值,神目黑刀对知道方向扇形范围内敌人造成一次AOE伤害，造成70/120/170/220/270（+0.9额外AD）点物理伤害。
